# source	target_reldir	key	page	english_ref	subset
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[500] နေက္ခမ္မသိတဝေဒနာ = သေဝိတဗ္ဗဝေဒနာ.md	[448]四念处法章	[500]	500	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[503] ဝေဒနာနှင့် အနုသယ.md	[448]四念处法章	[503]	503	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[505] အဝိဇ္ဇာပျောက် - ဝိဇ္ဇာဉာဏ် အလင်းပေါ.md	[448]四念处法章	[505]	505	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[506] စိတ္တာနုပဿနာသတိပဋ္ဌာန် ပထမဆင့်.md	[448]四念处法章	[506]	506	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[507] သတ်မှတ်ထားသော စည်းမျဉ်းဥပဒေသ.md	[448]四念处法章	[507]	507	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[509] ဓမ္မာနုပဿနာ သတိပဋ္ဌာန် ပထမဆင့်.md	[448]四念处法章	[509]	509	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[510] နီဝရဏ ပဗ္ဗ (= နီဝရဏပိုင်း) ပထမဆင့်.md	[448]四念处法章	[510]	510	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[511] သန္တ - အသန္တ = ထင်ရှားရှိမှု - မရှိ.md	[448]四念处法章	[511]	511	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[512]a သတိပြုရန် အချက်တစ်ရပ်.md	[448]四念处法章	[512]a	512	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[512]b ကာမစ္ဆန္ဒ နီဝရဏ၏ ဖြစ်ကြောင်းတရား.md	[448]四念处法章	[512]b	512	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[514] ကာမစ္ဆန္ဒ နီဝရဏကို ပယ်ကြောင်းတရား.md	[448]四念处法章	[514]	514	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[516] တစ်နည်း ကာမစ္ဆန္ဒ နီဝရဏကို ပယ်ကြောင်.md	[448]四念处法章	[516]	516	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[518]a ဗျာပါဒ နီဝရဏ ဖြစ်ကြောင်းတရား.md	[448]四念处法章	[518]a	518	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[518]b ဗျာပါဒ နီဝရဏကို ပယ်ကြောင်းတရား.md	[448]四念处法章	[518]b	518	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[519] တစ်နည်း ဗျာပါဒ နီဝရဏကို ပယ်ကြောင်းတရ.md	[448]四念处法章	[519]	519	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[521]a ထိနမိဒ္ဓ နီဝရဏ ဖြစ်ကြောင်းတရား.md	[448]四念处法章	[521]a	521	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[521]b ထိနမိဒ္ဓ နီဝရဏကို ပယ်ကြောင်းတရား.md	[448]四念处法章	[521]b	521	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[522] တစ်နည်း ထိနမိဒ္ဓ နီဝရဏကို ပယ်ကြောင်း.md	[448]四念处法章	[522]	522	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[523] ဥဒ္ဓစ္စ - ကုက္ကုစ္စ နီဝရဏ ဖြစ်ကြောင်.md	[448]四念处法章	[523]	523	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[524]a ဥဒ္ဓစ္စ - ကုက္ကုစ္စ နီဝရဏကို ပယ်ကြော.md	[448]四念处法章	[524]a	524	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[524]b တစ်နည်း ဥဒ္ဓစ္စ - ကုက္ကုစ္စ နီဝရဏကို.md	[448]四念处法章	[524]b	524	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[526]a ဝိစိကိစ္ဆာ နီဝရဏ ဖြစ်ကြောင်းတရား.md	[448]四念处法章	[526]a	526	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[526]b ဝိစိကိစ္ဆာ နီဝရဏကို ပယ်ကြောင်းတရား.md	[448]四念处法章	[526]b	526	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[527] တစ်နည်း ဝိစိကိစ္ဆာ နီဝရဏကို ပယ်ကြော.md	[448]四念处法章	[527]	527	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[528] ဆိုလိုရင်း ရှုကွက်.md	[448]四念处法章	[528]	528	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[530] ဓမ္မာနုပဿနာ ခန္ဓပဗ္ဗ (= ခန္ဓပိုင်း) ပထမဆင့်.md	[448]四念处法章	[530]	530	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[531] ဣတိ ရူပံ - ဣတိ ဝေဒနာ.md	[448]四念处法章	[531]	531	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[532] ဣတိ ရူပဿ သမုဒယော၊ ဣတိ ရူပဿ အတ္ထင်္ဂ.md	[448]四念处法章	[532]	532	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[533]a မေးသင့်သော မေးခွန်းများ.md	[448]四念处法章	[533]a	533	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[533]b အာယတန ပဗ္ဗ - အာယတနပိုင်း ပထမဆင့်.md	[448]四念处法章	[533]b	533	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[534]a ပဇာနာတိ = ကွဲကွဲပြားပြား သိပုံ.md	[448]四念处法章	[534]a	534	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[534]b ဖြစ်ကြောင်းတရားနှင့် ပယ်ကြောင်းတရား.md	[448]四念处法章	[534]b	534	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[535]a အနုပ္ပါဒနိရောဓ.md	[448]四念处法章	[535]a	535	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[535]b ဓမ္မာနုပဿနာ ဗောဇ္ဈင်္ဂပဗ္ဗ (= ဗောဇ္ဈ.md	[448]四念处法章	[535]b	535	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[539] ဗောဇ္ဈင်္ဂ = ဗောဇ္ဈင်.md	[448]四念处法章	[539]	539	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[541]a ဓမ္မာနုပဿနာ သစ္စပဗ္ဗ (= သစ္စာပိုင်း).md	[448]四念处法章	[541]a	541	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[541]b ဒုက္ခ အရိယသစ္စာ.md	[448]四念处法章	[541]b	541	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[542] ဒုက္ခသမုဒယ အရိယသစ္စာ.md	[448]四念处法章	[542]	542	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[543]a အဘိဓမ္မဘာဇနီယနည်း.md	[448]四念处法章	[543]a	543	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[543]b ဝိပဿနာဉာဏ်၏ အရှုခံ သစ္စာတရား.md	[448]四念处法章	[543]b	543	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[544]a နိရောဓသစ္စာ.md	[448]四念处法章	[544]a	544	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[544]b နိရောဓ နှစ်မျိုး.md	[448]四念处法章	[544]b	544	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[547] မဂ္ဂသစ္စာ.md	[448]四念处法章	[547]	547	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[547] ၁။ သမ္မာဒိဋ္ဌိ.md	[448]四念处法章	[547]	547	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[549] ၂။ သမ္မာသင်္ကပ္ပ.md	[448]四念处法章	[549]	549	vol_2/English-First-Edition-markdown/Vol 2, pg 501-550.md	glossary/subsets/Vol 2, pg 501-550.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[551]a ၃။ သမ္မာဝါစာ.md	[448]四念处法章	[551]a	551	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[551]b ၄။ သမ္မာကမ္မန္တ.md	[448]四念处法章	[551]b	551	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[552] ၅။ သမ္မာအာဇီဝ.md	[448]四念处法章	[552]	552	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[553]a ၆။ သမ္မာဝါယာမ.md	[448]四念处法章	[553]a	553	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[553]b ၁။ အနုပ္ပန္န အကုသိုလ်.md	[448]四念处法章	[553]b	553	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[554]a ၂။ ဥပ္ပန္န အကုသိုလ်.md	[448]四念处法章	[554]a	554	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[555]a ၃။ အနုပ္ပန္န ကုသိုလ်.md	[448]四念处法章	[555]a	555	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[555]b ၄။ ဥပ္ပန္န ကုသိုလ်.md	[448]四念处法章	[555]b	555	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[556] ၇။ သမ္မာသတိ.md	[448]四念处法章	[556]	556	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[557]a ပြည့်စုံရမည့် တရားသုံးပါး.md	[448]四念处法章	[557]a	557	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[557]b ၁။ အာတာပီ = ဝီရိယ.md	[448]四念处法章	[557]b	557	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[557]c ၂။ သမ္ပဇာန = သမ္ပဇဉ်ဉာဏ်.md	[448]四念处法章	[557]c	557	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[558] ၃။ သတိမာ - သတိနှင့် ပြည့်စုံခြင်း.md	[448]四念处法章	[558]	558	vol_2/English-First-Edition-markdown/Vol 2, pg 551-599.md	glossary/subsets/Vol 2, pg 551-599.tsv
